,STREET,PARTY,COUNT
3459,"RED OAK RD, COOLVILLE",D,1
3460,"RED OAK RD, COOLVILLE",R,1
3461,"RED OAK RD, COOLVILLE",None,2
3462,"CARDARAS DR, GLOUSTER",D,1
3463,"SIXTH ST, COOLVILLE",None,1
3464,"SIXTH ST, COOLVILLE",D,2
3465,"GLEN EBON RD, NELSONVILLE",R,1
3466,"GLEN EBON RD, NELSONVILLE",None,1
3467,"SHADY LN, ATHENS",None,1
3468,"SHADY LN, ATHENS",D,1
3469,"CARPENTER RD, AMESVILLE",D,1
3470,"E STATE ST, AMESVILLE",D,1
3471,"SALEM HOLLOW RD SE, NEW STRAITSVILLE",D,1
3472,"BYERS RD, NELSONVILLE",None,1
3473,"PARKWAY DR, ATHENS",R,1
3474,"SAND CEMETERY RD, GLOUSTER",R,2
3475,"WINES ALY, COOLVILLE",D,2
3476,"WINES ALY, COOLVILLE",None,2
3477,"SR 78, MURRAY CITY",None,1
3478,"JOSTEN LN, COOLVILLE",R,1
3479,"SHADE RD, ATHENS",None,1
3480,"HOCKING TER, HOCKINGPORT",D,2
