,STREET,AGE_RANGE,PARTY_AFFILIATION
3932,"ST RT 93, HAMDEN",24-44,None
3933,"OLD DIXON RD, MCARTHUR",45-64,None
3934,"MOUNT OLIVE RD, MCARTHUR",45-64,R
3935,"ANGELA DR, VINTON",24-44,None
3936,"GRAVES RD, LONDONDERRY",0-24,None
3937,"DUTCH LN, MCARTHUR",24-44,None
3938,"BUNKER HILL RD, MCARTHUR",24-44,None
3939,"UNION RIDGE RD, ALBANY",24-44,None
3940,"ST RT 328, MCARTHUR",45-64,None
3941,"MORGAN RD, MCARTHUR",45-64,None
3942,"GOOSECREEK RD, MCARTHUR",24-44,R
3943,"ST RT 93 S, CREOLA",45-64,None
3944,"COOPER RD, RADCLIFF",24-44,None
3945,"US HIGHWAY 50, MCARTHUR",65+,R
3946,"ST RT 327, LONDONDERRY",45-64,None
3947,"GOOSECREEK RD, MCARTHUR",24-44,None
3948,"UNION RIDGE RD, ALBANY",24-44,None
3949,"ST RT 93, HAMDEN",0-24,None
3950,"US HIGHWAY 50, ALBANY",45-64,R
3951,"ST RT 683, MCARTHUR",24-44,None
3952,"SIVERLY CREEK RD, MCARTHUR",24-44,None
3953,"KOTTCAMP RD, HAMDEN",45-64,None
3954,"MOUNT OLIVE RD, MCARTHUR",45-64,None
3955,"AIRPORT RD, NEW PLYMOUTH",24-44,None
3956,"BEECHGROVE RD, LONDONDERRY",45-64,None
3957,"OVERVIEW DR, MCARTHUR",45-64,None
3958,"DICKEY RD, RAY",65+,None
3959,"NORTH FAIRVIEW RD, LOGAN",45-64,D
3960,"ST RT 93, LOGAN",45-64,None
3961,"UNION RIDGE RD, ALBANY",24-44,None
3962,"S MAIN, HAMDEN",65+,R
3963,"US HIGHWAY 50, MCARTHUR",0-24,None
3964,"FITZPATRICK RD, RADCLIFF",45-64,R
3965,"WHEELABOUT RD, MCARTHUR",24-44,None
3966,"ST RT 160, HAMDEN",65+,None
3967,"TWO MILE RD, NEW PLYMOUTH",45-64,None
3968,"HART RIDGE RD, MCARTHUR",24-44,None
3969,"ZIMMERMAN RD, ALBANY",24-44,None
3970,"SIVERLY CREEK RD, MCARTHUR",45-64,None
3971,"SIVERLY CREEK RD, MCARTHUR",65+,None
3972,"US HIGHWAY 50, MCARTHUR",65+,None
3973,"ASHMORE RD, MCARTHUR",65+,None
3974,"SIVERLY CREEK RD, MCARTHUR",45-64,None
3975,"VETERANS MEMORIAL DR, MCARTHUR",0-24,None
3976,"VETERANS MEMORIAL DR, MCARTHUR",45-64,None
3977,"N WALNUT ST, MCARTHUR",24-44,R
3978,"SAM RUSSELL RD, HAMDEN",45-64,None
3979,"BRAY HOLLOW RD, MCARTHUR",24-44,None
3980,"MCARTHUR PARK DR, MCARTHUR",45-64,None
3981,"E HIGH ST, MCARTHUR",24-44,None
3982,"UNION RIDGE RD, ALBANY",24-44,None
3983,"MADISON AVE, MCARTHUR",45-64,R
3984,"MURPHY REMY RD, MCARTHUR",65+,R
3985,"VANDYKE RD, NEW MARSHFIELD",45-64,None
3986,"OVERVIEW DR, MCARTHUR",24-44,None
3987,"KNOX RD, RADCLIFF",45-64,R
3988,"GORRELL RD, HAMDEN",24-44,None
3989,"BUNKER HILL RD, MCARTHUR",45-64,None
3990,"LOCUST GROVE RD, MCARTHUR",45-64,None
3991,"FLAT RUN RD, MCARTHUR",45-64,None
3992,"OLD RT 50, LONDONDERRY",24-44,None
3993,"OLD RT 50, LONDONDERRY",24-44,None
3994,"MOUNT OLIVE RD, MCARTHUR",65+,None
3995,"ST RT 324, HAMDEN",65+,D
3996,"ST RT 324, HAMDEN",65+,D
3997,"MOUNT OLIVE RD, MCARTHUR",45-64,None
3998,"WOOLWEAVER AVE, HAMDEN",0-24,D
3999,"ST RT 160, VINTON",45-64,R
4000,"GENG RD, CREOLA",24-44,None
4001,"HENDERSON RD, RAY",24-44,None
4002,"FRAZEE LN, MCARTHUR",65+,R
4003,"ST RT 93, HAMDEN",24-44,None
4004,"FRAZEE LN, MCARTHUR",65+,R
4005,"PONETOWN RD, RAY",45-64,None
4006,"US HIGHWAY 50, MCARTHUR",0-24,None
4007,"BUNKER HILL RD, MCARTHUR",24-44,None
4008,"E NORTH ST, MCARTHUR",24-44,None
4009,"OVERVIEW DR, MCARTHUR",24-44,None
4010,"ST RT 683, MCARTHUR",45-64,None
4011,"GRAVES RD, LONDONDERRY",24-44,None
4012,"SIVERLY CREEK RD, MCARTHUR",0-24,R
4013,"MORGAN RD, MCARTHUR",0-24,None
4014,"E NORTH ST, MCARTHUR",65+,None
4015,"ZION RD, HAMDEN",0-24,None
4016,"TWO MILE RD, NEW PLYMOUTH",45-64,None
4017,"VINTON STATION RD, MCARTHUR",45-64,None
4018,"E SOUTH ST, MCARTHUR",24-44,R
4019,"VINTON AVE, MCARTHUR",65+,None
4020,"MURPHY REMY RD, MCARTHUR",24-44,None
4021,"ANGELA DR, VINTON",24-44,None
4022,"S MARKET ST, MCARTHUR",0-24,None
4023,"CURRY RD, MCARTHUR",45-64,R
4024,"CURRY RD, MCARTHUR",45-64,R
4025,"PAINE ST, HAMDEN",45-64,None
4026,"CARPENTER RD, RAY",65+,None
4027,"CIRCLE DR, MCARTHUR",45-64,None
4028,"ENGLE DR, MCARTHUR",45-64,None
4029,"DEPUE RD, MCARTHUR",45-64,None
4030,"BOLAR RD, MCARTHUR",65+,None
4031,"LOCUST GROVE RD, MCARTHUR",65+,None
4032,"N PEARL ST, MCARTHUR",65+,R
4033,"WHEELABOUT RD, MCARTHUR",65+,None
4034,"WEST JUNCTION RD, RAY",45-64,None
4035,"ST RT 327, LONDONDERRY",24-44,None
4036,"STEVENS BRANCH RD, LONDONDERRY",65+,None
4037,"ST RT 327, LONDONDERRY",45-64,None
4038,"KELLY RD, RAY",65+,R
4039,"PRETTY RUN RD, MCARTHUR",24-44,None
4040,"SAM RUSSELL RD, HAMDEN",24-44,None
4041,"KELLY RD, RAY",65+,None
4042,"LIVELY RIDGE RD, ALBANY",24-44,None
4043,"WEST JUNCTION RD, RAY",45-64,None
4044,"VINTON STATION RD, MCARTHUR",45-64,None
4045,"FAIRVIEW AVE, MCARTHUR",24-44,None
4046,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,None
4047,"STANTON AVE, HAMDEN",45-64,None
4048,"PRATTSVILLE RD, MCARTHUR",45-64,None
4049,"ST RT 671, LONDONDERRY",45-64,None
4050,"MINERTON RD, VINTON",65+,None
4051,"ST RT 328, MCARTHUR",24-44,None
4052,"PAINE ST, HAMDEN",45-64,None
4053,"ST RT 683, MCARTHUR",45-64,None
4054,"SCOTT AVE, HAMDEN",45-64,None
4055,"ST RT 160, HAMDEN",65+,None
4056,"ST RT 56, NEW PLYMOUTH",24-44,None
4057,"ST RT 160, HAMDEN",24-44,None
4058,"DEPUE RD, MCARTHUR",24-44,None
4059,"ST RT 683, MCARTHUR",24-44,None
4060,"S BROADWAY ST, ZALESKI",65+,None
4061,"MARTINDILL RD, MCARTHUR",45-64,R
4062,"LOCKER PLANT RD, MCARTHUR",45-64,None
4063,"DUNCAN SQ, MCARTHUR",45-64,None
4064,"WILT RD, LONDONDERRY",65+,None
4065,"KELLY RD, RAY",45-64,R
4066,"ST RT 683, MCARTHUR",45-64,R
4067,"W MILL ST, MCARTHUR",24-44,None
4068,"WHEELABOUT RD, MCARTHUR",45-64,None
4069,"MT ZION RD, MCARTHUR",24-44,None
4070,"DEPUE RD, MCARTHUR",65+,None
4071,"KELLY RD, RAY",65+,None
4072,"S BROADWAY ST, ZALESKI",24-44,R
4073,"POWDER PLANT RD, MCARTHUR",24-44,None
4074,"GENG RD, CREOLA",24-44,None
4075,"MAPLE DR, MCARTHUR",24-44,None
4076,"E HIGH ST, MCARTHUR",24-44,None
4077,"ENGLE DR, MCARTHUR",45-64,None
4078,"JEFFERSON AVE, MCARTHUR",24-44,None
4079,"KELLY RD, RAY",45-64,None
4080,"AIRPORT RD, NEW PLYMOUTH",45-64,None
4081,"W MILL ST, MCARTHUR",0-24,None
4082,"CLAYPOOL HOLLOW RD, MCARTHUR",45-64,None
4083,"WOLF HILL RD, MCARTHUR",24-44,None
4084,"US HIGHWAY 50, MCARTHUR",24-44,None
4085,"DUNKLE CREEK RD, CREOLA",45-64,None
4086,"PRETTY RUN RD, MCARTHUR",45-64,None
4087,"ST RT 56, CREOLA",45-64,None
4088,"N BOUNDARY AVE, MCARTHUR",24-44,None
4089,"ST RT 683, MCARTHUR",65+,None
4090,"HARKINS CHAPEL RD, ALBANY",24-44,None
4091,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,None
4092,"N MARKET ST, MCARTHUR",24-44,None
4093,"ANGELA DR, VINTON",24-44,None
4094,"W HIGH ST, MCARTHUR",0-24,None
4095,"US HIGHWAY 50, LONDONDERRY",24-44,None
4096,"CURRY RD, MCARTHUR",24-44,None
4097,"E NORTH ST, MCARTHUR",24-44,None
4098,"ST RT 683, MCARTHUR",24-44,None
4099,"TWO MILE RD, NEW PLYMOUTH",65+,None
4100,"OLD RT 50, LONDONDERRY",45-64,None
4101,"ST RT 327, LONDONDERRY",45-64,None
4102,"BUTTERMILK RD, RAY",24-44,None
4103,"PUMPKIN RIDGE RD, NEW PLYMOUTH",24-44,None
4104,"LOCUST GROVE RD, MCARTHUR",24-44,None
4105,"ST RT 327, LONDONDERRY",24-44,None
4106,"ST RT 327, LONDONDERRY",24-44,None
4107,"EAGLE MILLS RD, LONDONDERRY",24-44,None
4108,"ST RT 327, LONDONDERRY",24-44,None
4109,"CHURCH ST, HAMDEN",24-44,None
4110,"N MARKET ST, MCARTHUR",65+,None
4111,"SHEETS MCCOY RD, NEW PLYMOUTH",65+,None
4112,"CLARK RD, RAY",24-44,None
4113,"SIVERLY CREEK RD, MCARTHUR",0-24,None
4114,"ST RT 124, VINTON",24-44,None
4115,"ST RT 124, VINTON",45-64,None
4116,"ST RT 124, VINTON",45-64,None
4117,"ST RT 124, VINTON",45-64,None
4118,"ST RT 124, VINTON",65+,None
4119,"ST RT 124, VINTON",24-44,None
4120,"ST RT 124, VINTON",65+,None
4121,"ST RT 124, VINTON",0-24,None
4122,"ST RT 124, VINTON",45-64,None
4123,"ST RT 124, VINTON",65+,None
4124,"ST RT 124, VINTON",45-64,None
4125,"ST RT 124, VINTON",65+,None
4126,"ST RT 124, VINTON",0-24,None
4127,"ST RT 124, VINTON",65+,None
4128,"BORING RD, CREOLA",65+,None
4129,"BORING RD, CREOLA",65+,None
4130,"ST RT 93 S, CREOLA",65+,None
4131,"N BOUNDARY AVE, MCARTHUR",65+,R
4132,"BUNKER HILL RD, MCARTHUR",65+,None
4133,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",45-64,R
4134,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",65+,R
4135,"WOLF HILL RD, MCARTHUR",65+,None
4136,"ST RT 689, ALBANY",65+,R
4137,"ST RT 93, HAMDEN",65+,R
4138,"N BOUNDARY AVE, MCARTHUR",45-64,None
4139,"ST RT 689, ALBANY",65+,R
4140,"N BOUNDARY AVE, MCARTHUR",45-64,None
4141,"INFIRMARY RD, MCARTHUR",65+,R
4142,"INFIRMARY RD, MCARTHUR",45-64,R
4143,"ST RT 160, RADCLIFF",65+,None
4144,"W MILL ST, MCARTHUR",45-64,D
4145,"ST RT 160, RADCLIFF",65+,None
4146,"N MARKET ST, MCARTHUR",65+,None
4147,"BOLAR RD, MCARTHUR",65+,None
4148,"BOLAR RD, MCARTHUR",45-64,None
4149,"W MILL ST, MCARTHUR",45-64,D
4150,"W MILL ST, MCARTHUR",45-64,R
4151,"W MILL ST, MCARTHUR",45-64,R
4152,"MEEKSVILLE RD, MCARTHUR",65+,None
4153,"MEEKSVILLE RD, MCARTHUR",65+,R
4154,"BETHEL RD, NEW PLYMOUTH",45-64,None
4155,"KNOX RD, RADCLIFF",45-64,R
4156,"KNOX RD, RADCLIFF",45-64,R
4157,"MEEKSVILLE RD, MCARTHUR",65+,R
4158,"MARTINDILL RD, MCARTHUR",45-64,R
4159,"MARTINDILL RD, MCARTHUR",45-64,R
4160,"MADISON AVE, MCARTHUR",45-64,D
4161,"N PEARL ST, MCARTHUR",65+,R
4162,"DUNKLE CREEK RD, CREOLA",65+,None
4163,"N SECOND ST, ZALESKI",45-64,R
4164,"E NORTH ST, MCARTHUR",45-64,None
4165,"ST RT 56, NEW PLYMOUTH",65+,R
4166,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",45-64,None
4167,"N PEARL ST, MCARTHUR",65+,R
4168,"OLD RT 50, LONDONDERRY",45-64,D
4169,"MT ZION RD, MCARTHUR",45-64,R
4170,"OLD RT 50, LONDONDERRY",45-64,D
4171,"KELLY RD, RAY",65+,R
4172,"PUMPKIN RIDGE RD, NEW PLYMOUTH",45-64,R
4173,"ZION RD, HAMDEN",24-44,None
4174,"CENTENARY RD, MCARTHUR",65+,R
4175,"PUMPKIN RIDGE RD, NEW PLYMOUTH",65+,R
4176,"ZION RD, HAMDEN",45-64,None
4177,"ST RT 160, HAMDEN",65+,R
4178,"TWO MILE RD, NEW PLYMOUTH",65+,None
4179,"CLARK RD, RAY",65+,R
4180,"LOCKER PLANT RD, MCARTHUR",45-64,D
4181,"ST RT 160, RADCLIFF",45-64,R
4182,"CLARK RD, RAY",65+,R
4183,"W HIGH ST, MCARTHUR",65+,R
4184,"ST RT 160, RADCLIFF",45-64,R
4185,"ST RT 56, NEW PLYMOUTH",65+,D
4186,"ST RT 683, MCARTHUR",45-64,R
4187,"ST RT 93 N, MCARTHUR",45-64,R
4188,"ST RT 93 N, MCARTHUR",65+,None
4189,"ST RT 93 N, MCARTHUR",65+,D
4190,"DEPUE RD, MCARTHUR",45-64,None
4191,"ST RT 93 N, MCARTHUR",65+,R
4192,"BOLAR RD, MCARTHUR",65+,R
4193,"WILKESVILLE ST, HAMDEN",65+,R
4194,"LONG RUN RD, ALBANY",45-64,None
4195,"MOUNT OLIVE RD, MCARTHUR",65+,R
4196,"BOLAR RD, MCARTHUR",65+,R
4197,"WILT RD, LONDONDERRY",65+,R
4198,"W MAIN ST, MCARTHUR",45-64,None
4199,"W MAIN ST, MCARTHUR",45-64,None
4200,"WILT RD, LONDONDERRY",65+,R
4201,"MT ZION RD, MCARTHUR",45-64,R
4202,"W MAIN ST, MCARTHUR",65+,R
4203,"MT ZION RD, MCARTHUR",45-64,R
4204,"UNION RIDGE RD, ALBANY",24-44,R
4205,"THOMPSON RD, RAY",45-64,R
4206,"INFIRMARY RD, MCARTHUR",45-64,R
4207,"FRAZEE LN, MCARTHUR",45-64,None
4208,"CENTENARY RD, MCARTHUR",24-44,None
4209,"DEPUE RD, HAMDEN",45-64,D
4210,"MARTINDILL RD, MCARTHUR",45-64,None
4211,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",65+,R
4212,"ST RT 683, MCARTHUR",24-44,None
4213,"ST RT 683, MCARTHUR",65+,None
4214,"BENNER RD, HAMDEN",45-64,R
4215,"LOCKER PLANT RD, MCARTHUR",45-64,R
4216,"EAST FORK RD, LAURELVILLE",45-64,R
4217,"ST RT 328, NEW PLYMOUTH",45-64,None
4218,"CLARK RD, RAY",45-64,R
4219,"LOCUST GROVE RD, MCARTHUR",65+,None
4220,"MURPHY RD, MCARTHUR",65+,None
4221,"UNION RIDGE RD, ALBANY",45-64,None
4222,"WOLF HILL RD, MCARTHUR",24-44,R
4223,"UNION RIDGE RD, ALBANY",45-64,None
4224,"FRAZEE LN, MCARTHUR",65+,None
4225,"VETERANS MEMORIAL DR, MCARTHUR",65+,R
4226,"ST RT 683, MCARTHUR",45-64,R
4227,"CARR RIDGE RD, HAMDEN",65+,R
4228,"GRAVES RD, LONDONDERRY",45-64,None
4229,"PAINE ST, HAMDEN",45-64,None
4230,"WILKESVILLE ST, HAMDEN",24-44,None
4231,"ST RT 683, MCARTHUR",45-64,R
4232,"WOLF HILL RD, MCARTHUR",45-64,R
4233,"HEADLEY RD, RAY",45-64,None
4234,"ST RT 683, MCARTHUR",65+,None
4235,"BOLAR RD, MCARTHUR",45-64,R
4236,"POWDER PLANT RD, MCARTHUR",45-64,R
4237,"PIERCE LEMAR, HAMDEN",65+,R
4238,"PIERCE LEMAR, HAMDEN",65+,R
4239,"PIERCE LEMAR, HAMDEN",65+,R
4240,"W HIGH ST, MCARTHUR",45-64,None
4241,"HEADLEY RD, RAY",24-44,R
4242,"S MAIN, HAMDEN",24-44,R
4243,"STANLEY RD, NEW MARSHFIELD",24-44,R
4244,"LOCUST GROVE RD, MCARTHUR",65+,None
4245,"LOCUST GROVE RD, CREOLA",65+,D
4246,"AUTA AVE, HAMDEN",45-64,None
4247,"LOCUST GROVE RD, CREOLA",45-64,D
4248,"SHEETS MCCOY RD, NEW PLYMOUTH",65+,R
4249,"INFIRMARY RD, MCARTHUR",45-64,R
4250,"S MARKET ST, MCARTHUR",65+,R
4251,"S MAIN, HAMDEN",24-44,None
4252,"ENGLE DR, MCARTHUR",45-64,None
4253,"DEPUE RD, MCARTHUR",45-64,R
4254,"LOCKER PLANT RD, MCARTHUR",45-64,R
4255,"CREOLA RD, CREOLA",45-64,R
4256,"E NORTH ST, MCARTHUR",45-64,R
4257,"COTTRILL RD, RADCLIFF",45-64,D
4258,"LIVELY RIDGE RD, ALBANY",45-64,D
4259,"GOOSECREEK RD, MCARTHUR",45-64,R
4260,"LOCUST GROVE RD, MCARTHUR",65+,None
4261,"CIRCLE DR, MCARTHUR",65+,None
4262,"COMMERCIAL SQ, ZALESKI",65+,D
4263,"COMMERCIAL SQ, ZALESKI",65+,R
4264,"NEWSOM RD, VINTON",65+,R
4265,"PIERCE LEMAR, HAMDEN",65+,R
4266,"LOCUST GROVE RD, CREOLA",24-44,None
4267,"LOCUST GROVE RD, CREOLA",24-44,None
4268,"WOLF HILL RD, MCARTHUR",24-44,None
4269,"US HIGHWAY 50, MCARTHUR",45-64,R
4270,"GREY RD, VINTON",65+,R
4271,"MINERTON RD, VINTON",45-64,R
4272,"NEWSOM RD, VINTON",65+,D
4273,"US HIGHWAY 50, MCARTHUR",65+,None
4274,"US HIGHWAY 50, MCARTHUR",65+,None
4275,"US HIGHWAY 50, MCARTHUR",65+,R
4276,"MINERTON CHAPEL RD, VINTON",45-64,D
4277,"US HIGHWAY 50, MCARTHUR",65+,None
4278,"ST RT 160, HAMDEN",65+,R
4279,"FAIRVIEW RD, RAY",45-64,R
4280,"US HIGHWAY 50, LONDONDERRY",45-64,None
4281,"LOG PILE RD, RAY",45-64,None
4282,"CENTENARY RD, MCARTHUR",65+,R
4283,"W MILL ST, MCARTHUR",24-44,None
4284,"WOODGEARD RD, CREOLA",24-44,R
4285,"WOODGEARD RD, CREOLA",45-64,R
4286,"US HIGHWAY 50, LONDONDERRY",65+,None
4287,"POWDER PLANT RD, MCARTHUR",65+,None
4288,"ST RT 327, RAY",65+,R
4289,"US HIGHWAY 50, MCARTHUR",65+,R
4290,"HARKINS CHAPEL RD, ALBANY",24-44,None
4291,"THOMPSON ST, MCARTHUR",24-44,None
4292,"GOOSECREEK RD, MCARTHUR",24-44,R
4293,"E HIGH ST, MCARTHUR",45-64,None
4294,"MT ZION RD, MCARTHUR",24-44,None
4295,"UNION RIDGE RD, ALBANY",65+,None
4296,"ST RT 56, CREOLA",45-64,None
4297,"ST RT 683, MCARTHUR",45-64,None
4298,"PRETTY RUN RD, SOUTH BLOOMINGVILLE",45-64,None
4299,"ROWLAND RD, HAMDEN",45-64,R
4300,"OLD STATE RD, MCARTHUR",45-64,R
4301,"MURPHY REMY RD, MCARTHUR",45-64,None
4302,"THOMPSON RD, RAY",24-44,R
4303,"UNION RIDGE RD, ALBANY",24-44,D
4304,"OLD RT 50, LONDONDERRY",65+,R
4305,"ST RT 683, MCARTHUR",24-44,R
4306,"E MAIN ST, MCARTHUR",45-64,None
4307,"FRAZEE LN, MCARTHUR",24-44,R
4308,"MT ZION RD, MCARTHUR",45-64,R
4309,"DUNKLE CREEK RD, CREOLA",24-44,None
4310,"SCOTT AVE, HAMDEN",45-64,None
4311,"CHURCH ST, HAMDEN",24-44,None
4312,"ST RT 93, HAMDEN",24-44,None
4313,"ST RT 327, LONDONDERRY",45-64,None
4314,"N BOUNDARY AVE, MCARTHUR",45-64,None
4315,"ST RT 328, NEW PLYMOUTH",24-44,R
4316,"ST RT 324, HAMDEN",24-44,R
4317,"SIVERLY CREEK RD, MCARTHUR",45-64,R
4318,"PONETOWN RD, RAY",65+,None
4319,"LOCKER PLANT RD, MCARTHUR",24-44,None
4320,"N MARKET ST, MCARTHUR",24-44,None
4321,"US HIGHWAY 50, LONDONDERRY",24-44,None
4322,"N MARKET ST, MCARTHUR",24-44,None
4323,"BUNKER HILL RD, MCARTHUR",45-64,None
4324,"HAWK STATION RD, VINTON",65+,D
4325,"DEPUE RD, MCARTHUR",45-64,None
4326,"US HIGHWAY 50, MCARTHUR",45-64,R
4327,"UNION RIDGE RD, MCARTHUR",65+,D
4328,"MINERTON CHAPEL RD, VINTON",45-64,None
4329,"ST RT 683, MCARTHUR",45-64,D
4330,"N BOUNDARY AVE, MCARTHUR",65+,R
4331,"MONAHAN AVE, HAMDEN",65+,None
4332,"N MAIN ST, HAMDEN",45-64,R
4333,"BENNER RD, HAMDEN",45-64,R
4334,"E CENTRAL AVE, HAMDEN",45-64,R
4335,"W MILL ST, MCARTHUR",45-64,R
4336,"UNION RIDGE RD, ALBANY",45-64,R
4337,"OLD RT 50, LONDONDERRY",0-24,R
4338,"ST RT 56, NEW PLYMOUTH",45-64,D
4339,"ST RT 93 S, CREOLA",45-64,R
4340,"ST RT 93 S, CREOLA",24-44,R
4341,"CREOLA RD, CREOLA",65+,R
4342,"ST RT 278, MCARTHUR",0-24,R
4343,"CHURCH ST, HAMDEN",45-64,None
4344,"POWDER PLANT RD, MCARTHUR",65+,D
4345,"OLD DIXON RD, MCARTHUR",45-64,R
4346,"PATTON RD, HAMDEN",45-64,R
4347,"US HIGHWAY 50, MCARTHUR",24-44,None
4348,"ST RT 93, HAMDEN",45-64,None
4349,"MURPHY REMY RD, MCARTHUR",45-64,R
4350,"S MARKET ST, MCARTHUR",24-44,None
4351,"AIRPORT RD, NEW PLYMOUTH",45-64,None
4352,"INFIRMARY RD, MCARTHUR",45-64,None
4353,"VINTON STATION RD, MCARTHUR",45-64,R
4354,"W MILL ST, MCARTHUR",65+,None
4355,"EAST FORK RD, LAURELVILLE",24-44,None
4356,"BETHEL RD, NEW PLYMOUTH",24-44,None
4357,"LIVELY RIDGE RD, ALBANY",45-64,D
4358,"MOUNT OLIVE RD, MCARTHUR",24-44,None
4359,"LIVELY RIDGE RD, ALBANY",24-44,D
4360,"US HIGHWAY 50, MCARTHUR",65+,R
4361,"MAIN ST, WILKESVILLE",45-64,None
4362,"WOLF HILL RD, MCARTHUR",45-64,None
4363,"MAIN ST, WILKESVILLE",45-64,None
4364,"LOCKER PLANT RD, MCARTHUR",45-64,None
4365,"ST RT 683, MCARTHUR",45-64,None
4366,"SIVERLY CREEK RD, MCARTHUR",45-64,None
4367,"ST RT 93 S, CREOLA",45-64,R
4368,"ST RT 93 S, HAMDEN",24-44,None
4369,"S MARKET ST, MCARTHUR",24-44,None
4370,"W HIGH ST, MCARTHUR",24-44,None
4371,"BOLAR RD, MCARTHUR",24-44,None
4372,"KELLY RD, RAY",24-44,None
4373,"FAIR AVE, MCARTHUR",65+,R
4374,"MORGAN RD, MCARTHUR",24-44,None
4375,"MINERTON RD, VINTON",24-44,None
4376,"E MILL ST, MCARTHUR",45-64,None
4377,"MINERTON RD, VINTON",45-64,None
4378,"ST RT 93 N, MCARTHUR",65+,None
4379,"ST RT 93, HAMDEN",45-64,None
4380,"ST RT 93 N, MCARTHUR",65+,None
4381,"ST RT 327, RAY",65+,None
4382,"ST RT 93 N, MCARTHUR",45-64,D
4383,"ST RT 93, HAMDEN",65+,None
4384,"MAPLE DR, MCARTHUR",24-44,R
4385,"ST RT 160, RADCLIFF",45-64,None
4386,"ST RT 683, MCARTHUR",45-64,R
4387,"ST RT 683, MCARTHUR",0-24,None
4388,"OLD RT 50, LONDONDERRY",24-44,None
4389,"LOCKER PLANT RD, MCARTHUR",45-64,None
4390,"ST RT 160, VINTON",45-64,R
4391,"GRAVES RD, LONDONDERRY",0-24,R
4392,"US HIGHWAY 50, MCARTHUR",24-44,R
4393,"US HIGHWAY 50, MCARTHUR",24-44,None
4394,"W SOUTH ST, MCARTHUR",45-64,R
4395,"ST RT 160, HAMDEN",45-64,None
4396,"E NORTH ST, MCARTHUR",65+,None
4397,"OLD MCARTHUR RD, MCARTHUR",45-64,R
4398,"ST RT 124, VINTON",0-24,None
4399,"KELLY RD, RAY",0-24,None
4400,"W SOUTH ST, MCARTHUR",45-64,R
4401,"ST RT 93, HAMDEN",0-24,R
4402,"MURPHY REMY RD, MCARTHUR",45-64,None
4403,"FITZPATRICK RD, RADCLIFF",45-64,None
4404,"S FIRST ST, ZALESKI",24-44,None
4405,"GOOSECREEK RD, MCARTHUR",65+,None
4406,"SIVERLY CREEK RD, MCARTHUR",24-44,None
4407,"S MARKET ST, MCARTHUR",45-64,R
4408,"BOLAR RD, MCARTHUR",45-64,None
4409,"BOLAR RD, MCARTHUR",45-64,None
4410,"MURPHY REMY RD, MCARTHUR",0-24,None
4411,"ST RT 93, HAMDEN",65+,None
4412,"ST RT 160, VINTON",65+,R
4413,"MADISON AVE, MCARTHUR",65+,D
4414,"MACEDONIA RD, SOUTH BLOOMINGVILLE",45-64,None
4415,"S FIRST ST, ZALESKI",24-44,None
4416,"S MILL ST, WILKESVILLE",45-64,None
4417,"OLD RT 50, LONDONDERRY",24-44,None
4418,"MURPHY REMY RD, MCARTHUR",65+,None
4419,"ST RT 160, HAMDEN",45-64,None
4420,"ST RT 278, MCARTHUR",24-44,None
4421,"S MARKET ST, MCARTHUR",45-64,R
4422,"GARRETT RIDGE RD, MCARTHUR",45-64,None
4423,"GARRETT RIDGE RD, MCARTHUR",24-44,None
4424,"GARRETT RIDGE RD, MCARTHUR",45-64,None
4425,"ST RT 93 S, CREOLA",0-24,R
4426,"MOUNT OLIVE RD, MCARTHUR",45-64,None
4427,"NEWSOM RD, VINTON",0-24,None
4428,"CARPENTER RD, RAY",24-44,None
4429,"FAIRVIEW RD, RAY",45-64,R
4430,"ST RT 93 S, CREOLA",24-44,None
4431,"SHEETS MCCOY RD, NEW PLYMOUTH",45-64,None
4432,"GARRETT RIDGE RD, MCARTHUR",45-64,None
4433,"RANDERSON RD, MCARTHUR",45-64,R
4434,"ST RT 93 N, MCARTHUR",24-44,None
4435,"ST RT 671, LONDONDERRY",45-64,None
4436,"WALDRON RD, RAY",45-64,None
4437,"ST RT 93, HAMDEN",65+,None
4438,"WILT RD, LONDONDERRY",65+,None
4439,"ST RT 327, LONDONDERRY",45-64,None
4440,"UNION RIDGE RD, ALBANY",45-64,None
4441,"HEADLEY RD, RAY",45-64,None
4442,"OLD RT 50, LONDONDERRY",45-64,None
4443,"ASHMORE RD, MCARTHUR",65+,None
4444,"NICHOLS RD, LONDONDERRY",45-64,None
4445,"NICHOLS RD, LONDONDERRY",45-64,None
4446,"PRETTY RUN RD, MCARTHUR",45-64,D
4447,"WOODGEARD RD, CREOLA",45-64,None
4448,"WOLF HILL RD, MCARTHUR",65+,R
4449,"DICKEY RD, RAY",24-44,None
4450,"N MARKET ST, MCARTHUR",65+,None
4451,"OLD RT 50, LONDONDERRY",24-44,R
4452,"WOLF HILL RD, MCARTHUR",65+,None
4453,"WOODGEARD RD, CREOLA",65+,None
4454,"ST RT 160, HAMDEN",45-64,None
4455,"ROWLAND RD, HAMDEN",24-44,None
4456,"NICHOLS RD, LONDONDERRY",24-44,None
